Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__c,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
8022049-0,800Do000000xBsGIAU,Manual,GFC Ornamental Metal and Glass LLC,7033853,2021-04-01,2023-03-31,0063i00000JpVFrAAN,2023-GFC Ornamental Metal and Glass LLC- BB Renewal,Closed Won
8022443-0,800Do000000xBsHIAU,Manual,ActionCOACH,7033854,2021-12-01,2023-11-30,006Do000002QWVZIA4,2023 - ActionCOACH - Renewal,Discovery
802255-0,800Do000000xBsIIAU,Manual,Pearson's Signs,7033855,2021-07-01,2023-06-30,0063i00000JpVTeAAN,2023-Pearson's Signs- BB Renewal,Solution/Value
8023037-0,800Do000000xBsJIAU,Auto,R & J Plumbing & Backflow Services,7033856,2022-12-01,2023-11-30,006Do000002QX1ZIAW,2023 - R & J Plumbing & Backflow Services - Renewal,Discovery
802392-0,800Do000000xBsKIAU,Manual,"Trammell Commercial Interiors, Inc.",7033857,2021-12-01,2023-11-30,006Do000002QXXDIA4,"2023 - Trammell Commercial Interiors, Inc. - Renewal",Discovery
8024227-0,800Do000000xBsLIAU,Manual,Custom Air Specialists,7033858,2021-05-01,2023-04-30,0063i00000JpUmMAAV,2023-Custom Air Specialists- BB Renewal,Proposal
8025972-0,800Do000000xBsMIAU,Manual,"Eco Millwork, LLC",7033859,2021-09-01,2023-08-31,006Do000002QXVcIAO,"2023 - Eco Millwork, LLC - Renewal",Discovery
8031016-0,800Do000000xBsNIAU,Auto,Paddox LLC,7033860,2022-12-01,2024-11-30,006Do000002QXXhIAO,2024 - Paddox LLC - Renewal,Discovery
8038608-0,800Do000000xBsOIAU,Auto,Clement Services LLC,7033861,2023-02-01,2025-01-31,006Do000002QXXmIAO,2025 - Clement Services LLC - Renewal,Discovery
804019-0,800Do000000xBsPIAU,Manual,Creative Installations Inc.,7033862,2021-08-01,2023-07-31,006Do000002QXXrIAO,2023 - Creative Installations Inc. - Renewal,Discovery
804058-0,800Do000000xBsQIAU,Manual,"Mid Atlantic Metal Solutions, Inc.",7033863,2022-04-01,2024-03-31,006Do000002QXOEIA4,"2024 - Mid Atlantic Metal Solutions, Inc. - Renewal",Discovery
8041947-0,800Do000000xBsRIAU,Auto,Daniel T Howell Roofing Co.,7033864,2023-02-01,2025-01-31,006Do000002QXXwIAO,2025 - Daniel T Howell Roofing Co. - Renewal,Discovery
8042194-0,800Do000000xBsSIAU,Manual,Majestic Measures Construction,7033865,2021-05-01,2023-04-30,0063i00000JpVd8AAF,2023-Majestic Measures Construction- BB Renewal,Solution/Value
8042861-0,800Do000000xBsTIAU,Manual,Eyeris Industries Ltd.,7033866,2022-06-01,2023-05-31,0063i00000JpUZnAAN,2023-Eyeris Industries Ltd.- BB Renewal,Solution/Value
8042863-0,800Do000000xBsUIAU,Manual,May Brock Law Group,7033867,2022-09-01,2024-08-31,006Do000002QXEnIAO,2024 - May Brock Law Group - Renewal,Discovery
8042874-0,800Do000000xBsVIAU,Manual,Buildit Construction Concepts,7033868,2021-08-01,2023-07-31,006Do000002QXY1IAO,2023 - Buildit Construction Concepts - Renewal,Discovery
8045689-0,800Do000000xBsWIAU,Manual,Angkor Contracting,7033869,2021-06-01,2023-05-31,0063i00000JpVC8AAN,2023-Angkor Contracting- BB Renewal,Closed Lost
8046029-0,800Do000000xBsXIAU,Manual,New Age Fire Protection LLC,7033870,2021-10-01,2023-09-30,006Do000002QXYBIA4,2023 - New Age Fire Protection LLC - Renewal,Discovery
8046160-0,800Do000000xBsYIAU,Manual,Magnificent Cleaning,7033871,2021-02-01,2023-01-31,0063i00000JpUquAAF,2023-Magnificent Cleaning- BB Renewal,Proposal
8046211-0,800Do000000xBsZIAU,Manual,MTJC Partners LLC,7033872,2021-08-01,2023-07-31,006Do000002QXYCIA4,2023 - MTJC Partners LLC - Renewal,Discovery
8046556-0,800Do000000xBsaIAE,Manual,Eco Earth Works LLC,7033873,2021-09-01,2023-08-31,006Do000002QXWLIA4,2023 - Eco Earth Works LLC - Renewal,Discovery
8047382-1,800Do000000xBsbIAE,Manual,Encore Logistics & Consulting LLC,7033874,2021-10-01,2023-09-30,006Do000002QXMBIA4,2023 - Encore Logistics & Consulting LLC - Renewal,Discovery
804876-0,800Do000000xBscIAE,Auto,LOI Environmental & Demolition Services,7033875,2022-12-01,2023-11-30,006Do000002QXKGIA4,2023 - LOI Environmental & Demolition Services - Renewal,Discovery
80494-0,800Do000000xBsdIAE,Manual,"A & B Concrete Coring Co., Inc.",7033876,2021-06-01,2023-05-31,0063i00000JpVlcAAF,"2023-A & B Concrete Coring Co., Inc.- BB Renewal",Solution/Value
8049668-0,800Do000000xBseIAE,Auto,Godsend,7033877,2022-12-01,2024-11-30,006Do000002QXJWIA4,2024 - Godsend - Renewal,Discovery
8051439-0,800Do000000xBsfIAE,Manual,Armored Roofing,7033878,2021-05-01,2023-04-30,0063i00000JpV7BAAV,2023-Armored Roofing- BB Renewal,Solution/Value
8053418-0,800Do000000xBsgIAE,Manual,Guardian Street Sweeping,7033879,2021-07-01,2023-06-30,0063i00000JpUlvAAF,2023-Guardian Street Sweeping- BB Renewal,Solution/Value
8056598-0,800Do000000xBshIAE,Manual,Big Boy Mechanical & Plumbing,7033880,2022-08-01,2023-07-31,006Do000002QXYuIAO,2023 - Big Boy Mechanical & Plumbing - Renewal,Discovery
805761-0,800Do000000xBsiIAE,Manual,GREEN PETROLEUM LLC,7033881,2021-08-01,2023-07-31,006Do000002QWEbIAO,2023 - GREEN PETROLEUM LLC - Renewal,Discovery
8061094-0,800Do000000xBsjIAE,Manual,JP Electric LLC,7033882,2022-08-01,2024-07-31,006Do000002QXZTIA4,2024 - JP Electric LLC - Renewal,Discovery
8061320-0,800Do000000xBskIAE,Manual,Prairie Pro Services,7033883,2021-04-01,2023-03-31,0063i00000JpUy8AAF,2023-Prairie Pro Services- BB Renewal,Closed Won
806193-0,800Do000000xBslIAE,Manual,Ceron Management LLC,7033884,2021-06-01,2023-05-31,006Do000002QXKrIAO,2023 - Ceron Management LLC - Renewal,Proposal
806331-0,800Do000000xBsmIAE,Manual,LeFevre Welding Inc.,7033885,2021-11-01,2023-10-31,006Do000002QXYSIA4,2023 - LeFevre Welding Inc. - Renewal,Discovery
806475-0,800Do000000xBsnIAE,Manual,"CANOPY CONCEPTS, INC.",7033886,2022-10-01,2024-09-30,006Do000002QXZJIA4,"2024 - CANOPY CONCEPTS, INC. - Renewal",Discovery
8068000-0,800Do000000xBsoIAE,Manual,ACP Equipment & Services LLC,7033887,2021-10-01,2023-09-30,006Do000002QXZOIA4,2023 - ACP Equipment & Services LLC - Renewal,Discovery
807617-0,800Do000000xBspIAE,Manual,Buky Construction,7033888,2021-09-01,2023-08-31,006Do000002QWnuIAG,2023 - Buky Construction - Renewal,Discovery
8077421-0,800Do000000xBsqIAE,Auto,"L.G.K Building, Inc.",7033889,2023-02-01,2024-01-31,006Do000002QWelIAG,"2024 - L.G.K Building, Inc. - Renewal",Discovery
8081361-1,800Do000000xBsrIAE,Manual,Murphy Electric DBA Murphy Tower Service,7033890,2022-02-01,2024-01-31,006Do000002QXO7IAO,2024 - Murphy Electric DBA Murphy Tower Service - Renewal,Discovery
808177-1,800Do000000xBssIAE,Manual,"Brothers Concrete Cutting, Inc.",7033891,2022-03-01,2024-02-29,006Do000002QXZYIA4,"2024 - Brothers Concrete Cutting, Inc. - Renewal",Discovery
8087431-1,800Do000000xBstIAE,Manual,SOS Home Systems,7033892,2021-07-01,2023-06-30,006Do000002QXZdIAO,2023 - SOS Home Systems - Renewal,Discovery
809124-0,800Do000000xBsuIAE,Manual,"BARNEY'S HOLE DIGGING SERVICE, INC",7033893,2021-04-01,2023-03-31,0063i00000JpXqBAAV,"2023 - Barney's Hole Digging Service, Inc - Dodge Renewal",Closed Won
8092690-0,800Do000000xBsvIAE,Manual,Luxon Construction,7033894,2022-10-01,2024-09-30,006Do000002QWYvIAO,2024 - Luxon Construction - Renewal,Discovery
8093417-0,800Do000000xBswIAE,Manual,LGC Development,7033895,2021-02-01,2023-01-31,0063i00000JpVfYAAV,2023-LGC Development- BB Renewal,Closed Lost
809385-0,800Do000000xBsxIAE,Manual,BRY-COM,7033896,2021-06-01,2023-05-31,0063i00000JpVijAAF,2023-BRY-COM- BB Renewal,Verbal Acceptance
8094001-0,800Do000000xBsyIAE,Manual,M&T Excavation,7033897,2021-08-01,2023-07-31,006Do000002QXAXIA4,2023 - M&T Excavation - Renewal,Discovery
8094036-0,800Do000000xBszIAE,Manual,Brown General Contractors LLC,7033898,2021-07-01,2023-06-30,0063i00000JpVgnAAF,2023-Brown General Contractors LLC- BB Renewal,Solution/Value
8094131-0,800Do000000xBt0IAE,Manual,"R.J. Runge Company, Inc.",7033899,2022-09-01,2023-08-31,006Do000002QXTcIAO,"2023 - R.J. Runge Company, Inc. - Renewal",Discovery
80976-0,800Do000000xBt1IAE,Manual,Roger's Paving Contracting,7033900,2022-01-01,2023-12-31,006Do000002QXaRIAW,2024 - Roger's Paving Contracting - Renewal,Discovery
810517-0,800Do000000xBt2IAE,Manual,"Fredinburg Masonry, Inc.",7033901,2021-02-01,2023-01-31,0063i00000JpVSvAAN,"2023-Fredinburg Masonry, Inc.- BB Renewal",Closed Lost
811162-0,800Do000000xBt3IAE,Manual,"A & A Electrical Contractors, Inc.",7033902,2021-12-01,2023-11-30,006Do000002QXHwIAO,"2023 - A & A Electrical Contractors, Inc. - Renewal",Discovery
811278-0,800Do000000xBt4IAE,Manual,Barry Bray Construction Company,7033903,2021-05-01,2023-04-30,0063i00000JpVPMAA3,2023-Barry Bray Construction Company- BB Renewal,Solution/Value
811583-0,800Do000000xBt5IAE,Auto,Whittier Glass Company,7033904,2023-01-01,2024-12-31,006Do000002QXb0IAG,2025 - Whittier Glass Company - Renewal,Discovery
811598-0,800Do000000xBt6IAE,Manual,"Positive Electric, Inc.",7033905,2021-07-01,2023-06-30,0063i00000JpViKAAV,"2023-Positive Electric, Inc.- BB Renewal",Solution/Value
811679-0,800Do000000xBt7IAE,Manual,"Valley Merchant Police, Inc.",7033906,2021-11-01,2023-10-31,006Do000002QXb5IAG,"2023 - Valley Merchant Police, Inc. - Renewal",Discovery
812135-0,800Do000000xBt8IAE,Manual,"B & B Mechanical Services, Inc.",7033907,2022-02-01,2024-01-31,006Do000002QXXAIA4,"2024 - B & B Mechanical Services, Inc. - Renewal",Discovery
812776-0,800Do000000xBt9IAE,Manual,Cofield Group General Contractors,7033908,2021-06-01,2023-05-31,0063i00000JpVAuAAN,2023-Cofield Group General Contractors- BB Renewal,Solution/Value
813243-1,800Do000000xBtAIAU,Manual,"Strand Concrete, L.L.C.",7033909,2021-08-01,2023-07-31,006Do000002QXbAIAW,"2023 - Strand Concrete, L.L.C. - Renewal",Discovery
8155436-0,800Do000000xBtBIAU,Manual,Classic Roofing Corp,7033910,2021-10-01,2023-09-30,006Do000002QXCRIA4,2023 - Classic Roofing Corp - Renewal,Discovery
8156446-0,800Do000000xBtCIAU,Manual,Trading Heritage International,7033911,2022-09-01,2023-08-31,006Do000002QXHSIA4,2023 - Trading Heritage International - Renewal,Discovery
816015-0,800Do000000xBtDIAU,Manual,"C.P.F. Drywall, Inc.",7033912,2022-09-01,2024-08-31,006Do000002QXbZIAW,"2024 - C.P.F. Drywall, Inc. - Renewal",Discovery
816020-0,800Do000000xBtEIAU,Manual,Intelligent Design Corp.,7033913,2021-11-01,2023-10-31,006Do000002QXG5IAO,2023 - Intelligent Design Corp. - Renewal,Discovery
816399-0,800Do000000xBtFIAU,Manual,Champion Cleaning,7033914,2021-11-01,2023-10-31,006Do000002QXbFIAW,2023 - Champion Cleaning - Renewal,Discovery
8190296-0,800Do000000xBtGIAU,Manual,Brookstone Development,7033915,2021-11-01,2023-10-31,006Do000002QXY2IAO,2023 - Brookstone Development - Renewal,Discovery
819314-0,800Do000000xBtHIAU,Auto,Archer Construction Inc.,7033916,2023-01-01,2024-12-31,006Do000002QWuiIAG,2025 - Archer Construction Inc. - Renewal,Discovery
8210360-0,800Do000000xBtIIAU,Manual,Nine Lives,7033917,2022-01-01,2023-12-31,006Do000002QXEhIAO,2024 - Nine Lives - Renewal,Discovery
821135-0,800Do000000xBtJIAU,Auto,Fury Site Works Inc.,7033918,2022-11-01,2024-10-31,006Do000002QWrZIAW,2024 - Fury Site Works Inc. - Renewal,Discovery
8213067-0,800Do000000xBtKIAU,Manual,Automatic Door Solutions,7033919,2022-04-01,2024-03-31,006Do000002QX1xIAG,2024 - Automatic Door Solutions - Renewal,Discovery
8213080-0,800Do000000xBtLIAU,Auto,Beyond 9 Interior LLC,7033920,2023-01-01,2024-12-31,006Do000002QX39IAG,2025 - Beyond 9 Interior LLC - Renewal,Discovery
8217019-0,800Do000000xBtMIAU,Manual,"ABC Asphalt, Inc.",7033921,2022-09-01,2024-08-31,006Do000002QXbyIAG,"2024 - ABC Asphalt, Inc. - Renewal",Discovery
821884-0,800Do000000xBtNIAU,Manual,J.S. Electric Inc.,7033922,2021-08-01,2023-07-31,006Do000002QX8TIAW,2023 - J.S. Electric Inc. - Renewal,Discovery
822121-0,800Do000000xBtOIAU,Manual,McFadden Homes Incorporated,7033923,2022-01-01,2023-12-31,006Do000002QXc3IAG,2024 - McFadden Homes Incorporated - Renewal,Discovery
822194-0,800Do000000xBtPIAU,Manual,Lakeridge Paving Company LLC,7033924,2022-10-01,2024-09-30,006Do000002QXcXIAW,2024 - Lakeridge Paving Company LLC - Renewal,Discovery
82312-0,800Do000000xBtQIAU,Manual,Cornerstone Fence & Ornamental Gate LLC,7033925,2022-10-01,2023-09-30,006Do000002QXc8IAG,2023 - Cornerstone Fence & Ornamental Gate LLC - Renewal,Discovery
823329-0,800Do000000xBtRIAU,Auto,"Concrete Sealing Concepts, Inc.",7033926,2022-11-01,2024-10-31,006Do000002QXchIAG,"2024 - Concrete Sealing Concepts, Inc. - Renewal",Discovery
823490-0,800Do000000xBtSIAU,Auto,"Joseph J. Jefferson & Son, Inc.",7033927,2022-12-01,2024-11-30,006Do000002QXcmIAG,"2024 - Joseph J. Jefferson & Son, Inc. - Renewal",Discovery
8235139-0,800Do000000xBtTIAU,Auto,Beach Heating & Air Conditioning,7033928,2022-11-01,2023-10-31,006Do000002QXQOIA4,2023 - Beach Heating & Air Conditioning - Renewal,Discovery
824183-0,800Do000000xBtUIAU,Manual,Bradley Electric,7033929,2022-10-01,2024-09-30,006Do000002QXRVIA4,2024 - Bradley Electric - Renewal,Discovery
824227-0,800Do000000xBtVIAU,Manual,Guernsey-Ostergard Painting LLC,7033930,2021-07-01,2023-06-30,0063i00000JpUrgAAF,2023-Guernsey-Ostergard Painting LLC- BB Renewal,Solution/Value
824309-0,800Do000000xBtWIAU,Auto,"Pioneer Masonry Restoration Company, Inc.",7033931,2023-01-01,2024-12-31,006Do000002QXcwIAG,"2025 - Pioneer Masonry Restoration Company, Inc. - Renewal",Discovery
824399-0,800Do000000xBtXIAU,Manual,Armorclad Floors,7033932,2022-09-01,2024-08-31,006Do000002QXcrIAG,2024 - Armorclad Floors - Renewal,Discovery
824-0,800Do000000xBtYIAU,Manual,"Apollo Granite & Marble, LLC",7033933,2021-12-01,2023-11-30,006Do000002QXbGIAW,"2023 - Apollo Granite & Marble, LLC - Renewal",Discovery
825246-0,800Do000000xBtZIAU,Manual,"GCC Enterprises, Inc.",7033934,2022-03-01,2024-02-29,006Do000002QXd1IAG,"2024 - GCC Enterprises, Inc. - Renewal",Discovery
8265674-0,800Do000000xBtaIAE,Manual,"Desert Elite Electric and Construction, Inc.",7033935,2021-07-01,2023-06-30,0063i00000JpV4YAAV,"2023-Desert Elite Electric and Construction, Inc.- BB Renewal",Solution/Value
826579-0,800Do000000xBtbIAE,Manual,Colorado Commercial Flooring Center LLC dba Element Contract,7033936,2021-11-01,2023-10-31,006Do000002QWSFIA4,2023 - Colorado Commercial Flooring Center LLC dba Element Contract - Renewal,Discovery
8272260-0,800Do000000xBtcIAE,Manual,WestPac Wealth Partners,7033937,2021-05-01,2023-04-30,0063i00000JpV5ZAAV,2023-WestPac Wealth Partners- BB Renewal,Solution/Value
827248-0,800Do000000xBtdIAE,Manual,Restoration Company,7033938,2022-07-01,2024-06-30,006Do000002QXIRIA4,2024 - Restoration Company - Renewal,Discovery
827423-4,800Do000000xBteIAE,Manual,Palmer Johnson Power Systems,7033939,2022-01-01,2023-12-31,006Do000002QXe4IAG,2024 - Palmer Johnson Power Systems - Renewal,Discovery
8279157-0,800Do000000xBtfIAE,Manual,"Midwest Power Industry, Inc.",7033940,2021-07-01,2023-06-30,0063i00000JpUsYAAV,"2023-Midwest Power Industry, Inc.- BB Renewal",Solution/Value
827986-1,800Do000000xBtgIAE,Manual,"Big Ant Electric, Inc.",7033941,2022-02-01,2024-01-31,006Do000002QXduIAG,"2024 - Big Ant Electric, Inc. - Renewal",Discovery
8284297-0,800Do000000xBthIAE,Manual,Budget Blinds of Puyallup & Tacoma,7033942,2021-10-01,2023-09-30,006Do000002QXdzIAG,2023 - Budget Blinds of Puyallup & Tacoma - Renewal,Discovery
8285147-0,800Do000000xBtiIAE,Manual,Compound Maintenance and Management Corp.,7033943,2022-04-01,2023-03-31,0063i00000JpUa5AAF,2023-Compound Maintenance and Management Corp.- BB Renewal,Proposal
8285175-0,800Do000000xBtjIAE,Manual,Carnevale Demolition & Recycling,7033944,2022-08-01,2024-07-31,006Do000002QWyvIAG,2024 - Carnevale Demolition & Recycling - Renewal,Discovery
8285818-0,800Do000000xBtkIAE,Manual,Oak Tree Contracting,7033945,2021-04-01,2023-03-31,0063i00000JpVZjAAN,2023-Oak Tree Contracting- BB Renewal,Closed Lost
828603-0,800Do000000xBtlIAE,Manual,Emerald Fire,7033946,2022-07-01,2024-06-30,006Do000002QXDLIA4,2024 - Emerald Fire - Renewal,Discovery
8286739-0,800Do000000xBtmIAE,Manual,East End Landscaping,7033947,2021-12-01,2023-11-30,006Do000002QXNZIA4,2023 - East End Landscaping - Renewal,Discovery
828767-0,800Do000000xBtnIAE,Manual,INLAND COMPANY,7033948,2022-08-01,2024-07-31,006Do000002QXeTIAW,2024 - INLAND COMPANY - Renewal,Discovery
8288115-0,800Do000000xBtoIAE,Manual,Fralich's Landscape,7033949,2021-02-01,2023-01-31,,,
8288196-0,800Do000000xBtpIAE,Manual,Dominating Landscapes & Designs LLC,7033950,2021-04-01,2023-03-31,0063i00000JpVUCAA3,2023-Dominating Landscapes & Designs LLC- BB Renewal,Closed Lost
8290952-0,800Do000000xBtqIAE,Manual,Citywide Road Plate Rentals,7033951,2021-12-01,2023-11-30,006Do000002QXC7IAO,2023 - Citywide Road Plate Rentals - Renewal,Discovery
8293075-0,800Do000000xBtrIAE,Manual,C2A USA,7033952,2021-11-01,2023-10-31,006Do000002QXA5IAO,2023 - C2A USA - Renewal,Discovery
8293201-0,800Do000000xBtsIAE,Manual,LEON ELECTRICAL CONTRACTOR,7033953,2022-10-01,2023-09-30,006Do000002QXYgIAO,2023 - LEON ELECTRICAL CONTRACTOR - Renewal,Discovery
8294286-0,800Do000000xBttIAE,Manual,Ellison Plumbing,7033954,2021-10-01,2023-09-30,006Do000002QXeYIAW,2023 - Ellison Plumbing - Renewal,Discovery
8294327-0,800Do000000xBtuIAE,Manual,Chappell & Associates Construction LLC,7033955,2021-04-01,2023-03-31,0063i00000JpVRwAAN,2023-Chappell & Associates Construction LLC- BB Renewal,Solution/Value
8294553-0,800Do000000xBtvIAE,Manual,Cardinal Fire Protection,7033956,2022-04-01,2024-03-31,006Do000002QX8UIAW,2024 - Cardinal Fire Protection - Renewal,Discovery
8294569-0,800Do000000xBtwIAE,Manual,Velocity Electric & Automation LLC,7033957,2021-11-01,2023-10-31,006Do000002QXedIAG,2023 - Velocity Electric & Automation LLC - Renewal,Discovery
8294603-0,800Do000000xBtxIAE,Manual,Access Point Technologies,7033958,2021-10-01,2023-09-30,006Do000002QXZyIAO,2023 - Access Point Technologies - Renewal,Discovery
8294993-0,800Do000000xBtyIAE,Manual,Foundation Building Materials,7033959,2021-06-01,2023-05-31,0063i00000JpUqbAAF,2023-Foundation Building Materials- BB Renewal,Solution/Value
8295079-1,800Do000000xBtzIAE,Manual,Triple T Electric Inc.,7033960,2021-04-01,2023-03-31,0063i00000JpVeUAAV,2023-Triple T Electric Inc.- BB Renewal,Proposal
8295453-0,800Do000000xBu0IAE,Manual,Indy Premier Stone,7033961,2021-04-01,2023-03-31,0063i00000JpVerAAF,2023-Indy Premier Stone- BB Renewal,Proposal
8297977-0,800Do000000xBu1IAE,Manual,"San Antonio Alarm Co., Inc.",7033962,2022-01-01,2023-12-31,006Do000002QXUvIAO,"2024 - San Antonio Alarm Co., Inc. - Renewal",Discovery
8298149-0,800Do000000xBu2IAE,Manual,"Matte & Lacquer, LLC",7033963,2021-03-01,2023-02-28,006Do000002QXJsIAO,"2023 - Matte & Lacquer, LLC - Renewal",Discovery
8298298-1,800Do000000xBu3IAE,Manual,"The Plaster Experts, Inc.",7033964,2021-11-01,2023-10-31,006Do000002QWpjIAG,"2023 - The Plaster Experts, Inc. - Renewal",Discovery
8298325-0,800Do000000xBu4IAE,Manual,Quick Plumber LLC,7033965,2022-04-01,2023-03-31,0063i00000JpUYpAAN,2023-Quick Plumber LLC- BB Renewal,Closed Won
8298349-0,800Do000000xBu5IAE,Manual,BERKSHIRE CRANE & LOGISTICS,7033966,2021-06-01,2023-05-31,0063i00000JpXoEAAV,2023 - Berkshire Crane & Logistics - Dodge Renewal,Solution/Value
829842-0,800Do000000xBu6IAE,Manual,"EarthScapes Unlimited, Inc.",7033967,2021-04-01,2023-03-31,0063i00000JpVD2AAN,"2023-EarthScapes Unlimited, Inc.- BB Renewal",Closed Won
8298565-0,800Do000000xBu7IAE,Manual,"Platinum Fire Protection, LLC.",7033968,2022-04-01,2023-03-31,0063i00000JpUaiAAF,"2023-Platinum Fire Protection, LLC- BB Renewal",Proposal
8299464-0,800Do000000xBu8IAE,Manual,Front Range CCTV,7033969,2021-04-01,2023-03-31,0063i00000JpVUEAA3,2023-Front Range CCTV- BB Renewal,Proposal
8299563-0,800Do000000xBu9IAE,Manual,Mobile Air & Power Rentals,7033970,2021-05-01,2023-04-30,0063i00000JpV0VAAV,2023-Mobile Air & Power Rentals- BB Renewal,Closed Lost
8299967-0,800Do000000xBuAIAU,Auto,Atlantic Professionals LLC,7033971,2022-11-01,2023-10-31,006Do000002QXfvIAG,2023 - Atlantic Professionals LLC - Renewal,Discovery
8300166-0,800Do000000xBuBIAU,Manual,A1 Stairlifts,7033972,2022-04-01,2023-03-31,0063i00000JpUZkAAN,2023-A1 Stair Lifts- BB Renewal,Solution/Value
8300343-0,800Do000000xBuCIAU,Manual,A&W Framing LLC,7033973,2021-11-01,2023-10-31,006Do000002QXSAIA4,2023 - A&W Framing LLC - Renewal,Discovery
8300394-0,800Do000000xBuDIAU,Manual,"Armour Electric, LLC",7033974,2021-03-01,2023-02-28,,,
8301095-0,800Do000000xBuEIAU,Auto,"Place Services, Inc.",7033975,2022-11-01,2023-10-31,006Do000002QXg0IAG,"2023 - Place Services, Inc. - Renewal",Discovery
8303581-0,800Do000000xBuFIAU,Manual,WEO Contractors Inc.,7033976,2022-10-01,2024-09-30,006Do000002QXWfIAO,2024 - WEO Contractors Inc. - Renewal,Discovery
8304375-0,800Do000000xBuGIAU,Manual,Diversified Restoration Innovation Inc.,7033977,2021-04-01,2023-03-31,0063i00000JpUuyAAF,2023-Diversified Restoration Innovation Inc.- BB Renewal,Proposal
8305734-0,800Do000000xBuHIAU,Manual,Full Proof LLC,7033978,2021-12-01,2023-11-30,006Do000002QXg5IAG,2023 - Full Proof LLC - Renewal,Discovery
8305806-0,800Do000000xBuIIAU,Manual,III Rivers Exteriors & Interiors,7033979,2021-08-01,2023-07-31,006Do000002QXgAIAW,2023 - III Rivers Exteriors & Interiors - Renewal,Discovery
8306277-0,800Do000000xBuJIAU,Manual,Paracom Systems,7033980,2021-09-01,2023-08-31,006Do000002QXDbIAO,2023 - Paracom Systems - Renewal,Discovery
8309043-0,800Do000000xBuKIAU,Manual,A-Team Construction Co.,7033981,2021-11-01,2023-10-31,006Do000002QWX1IAO,2023 - A-Team Construction Co. - Renewal,Discovery
8310510-0,800Do000000xBuLIAU,Auto,The Bulldog Plumbing LLC,7033982,2022-12-01,2024-11-30,006Do000002QXgtIAG,2024 - The Bulldog Plumbing LLC - Renewal,Discovery
8311016-0,800Do000000xBuMIAU,Manual,Titan's Services LLC,7033983,2022-03-01,2023-02-28,0063i00000JpUfmAAF,2023-Titan's Services LLC- BB Renewal,Closed Lost
8313595-0,800Do000000xBuNIAU,Manual,A-Tech Landscape Design,7033984,2021-11-01,2023-10-31,006Do000002QXgyIAG,2023 - A-Tech Landscape Design - Renewal,Discovery
