Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
2567946-0,800Do000000x9ZfIAI,Manual,Bodnar & Sons Marble & Granite,7025013,2022-09-01,2024-08-31,2024 - Bodnar & Sons Marble & Granite - Renewal,Discovery
2570848-0,800Do000000x9ZgIAI,Manual,Tile Kyle & Company Inc.,7025014,2022-08-01,2024-07-31,2024 - Tile Kyle & Company Inc. - Renewal,Discovery
2570894-0,800Do000000x9ZhIAI,Manual,"Bates Water Solutions, Inc.",7025015,2021-11-01,2023-10-31,"2023 - Bates Water Solutions, Inc. - Renewal",Discovery
25727-1,800Do000000x9ZiIAI,Manual,"Sharp Interiors, Inc.",7025016,2022-09-01,2024-08-31,"2024 - Sharp Interiors, Inc. - Renewal",Discovery
2573659-0,800Do000000x9ZlIAI,Manual,McMillian Electric,7025019,2022-10-01,2023-09-30,2023 - McMillian Electric - Renewal,Discovery
2581510-0,800Do000000x9ZmIAI,Manual,A-Tex Boat Docks,7025020,2021-11-01,2023-10-31,2023 - A-Tex Boat Docks - Renewal,Discovery
2585644-0,800Do000000x9ZqIAI,Manual,Precision Pavement Maintenance,7025024,2021-05-01,2023-04-30,2023-Precision Pavement Maintenance- BB Renewal,Solution/Value
258843-1,800Do000000x9ZrIAI,Manual,RainMaker FP,7025025,2021-09-01,2023-08-31,2023 - RainMaker FP - Renewal,Discovery
259011-0,800Do000000x9ZsIAI,Manual,"Pete's Heating & Cooling, Inc.",7025026,2021-11-01,2023-10-31,"2023 - Pete's Heating & Cooling, Inc. - Renewal",Discovery
259706-0,800Do000000x9ZuIAI,Manual,"Seco Holdings, LLC",7025028,2022-10-01,2023-09-30,"2023 - Seco Holdings, LLC - Renewal",Discovery
2609526-0,800Do000000x9a0IAA,Manual,Sanders Construction Consultants Co.,7025034,2022-10-01,2024-09-30,2024 - Sanders Construction Consultants Co. - Renewal,Discovery
2612073-0,800Do000000x9a3IAA,Manual,Future Shock Architectural Metals & Glass Corp.,7025037,2022-01-01,2023-12-31,2024 - Future Shock Architectural Metals & Glass Corp. - Renewal,Discovery
261566-0,800Do000000x9a5IAA,Manual,Midwest Shade & Drapery,7025039,2021-06-01,2023-05-31,2023-Midwest Shade & Drapery- BB Renewal,Solution/Value
263961-0,800Do000000x9a9IAA,Manual,Dutchboy Waterproofing Systems Inc.,7025043,2021-03-01,2023-02-28,2023-Dutchboy Waterproofing Systems Inc.- BB Renewal,Closed Won
265723-0,800Do000000x9aAIAQ,Manual,Krueger Excavating Inc.,7025044,2021-03-01,2023-02-28,2023-Krueger Excavating Inc.- BB Renewal,Closed Won
266470-0,800Do000000x9aBIAQ,Manual,Davey Tree Expert Co.,7025045,2021-03-01,2023-02-28,,
266497-0,800Do000000x9aCIAQ,Manual,"Customweld Industries, Inc.",7025046,2021-03-01,2023-02-28,"2023-Customweld Industries, Inc.- BB Renewal",Closed Won
267673-0,800Do000000x9aEIAQ,Manual,Hou-Tex Construction,7025048,2022-03-01,2023-02-28,2023-Hou-Tex Construction- BB Renewal,Solution/Value
268139-0,800Do000000x9aFIAQ,Manual,"W.M. Painting, Inc.",7025049,2021-03-01,2023-02-28,,
269875-0,800Do000000x9aGIAQ,Manual,MJ Daly LLC,7025050,2021-09-01,2023-08-31,2023 - MJ Daly LLC - Renewal,Discovery
270002-0,800Do000000x9aIIAQ,Manual,Accurate Electrical Connection Inc.,7025052,2022-03-01,2023-02-28,2023-Accurate Electrical Connection Inc.- BB Renewal,Closed Won
270300-0,800Do000000x9aJIAQ,Manual,GTM Architectural Canopies,7025053,2022-08-01,2024-07-31,2024 - GTM Architectural Canopies - Renewal,Discovery
271150-1,800Do000000x9aKIAQ,Manual,VHR Rental / Voorhees Hardware Inc.,7025054,2022-03-01,2024-02-29,2024 - VHR Rental / Voorhees Hardware Inc. - Renewal,Discovery
271316-0,800Do000000x9aMIAQ,Manual,"Structural Restoration Services, Inc.",7025056,2022-10-01,2023-09-30,"2023 - Structural Restoration Services, Inc. - Renewal",Discovery
272342-0,800Do000000x9aOIAQ,Manual,The Van Dyke Corp.,7025058,2022-01-01,2023-12-31,2024 - The Van Dyke Corp. - Renewal,Discovery
2747379-1,800Do000000x9aWIAQ,Manual,"Viper Wall Systems, Inc.",7025066,2022-10-01,2024-09-30,"2024 - Viper Wall Systems, Inc. - Renewal",Discovery
275324-0,800Do000000x9aXIAQ,Manual,"Ceil Tex, Inc.",7025067,2022-03-01,2023-02-28,"2023-Ceil Tex, Inc.- BB Renewal",Proposal
275635-0,800Do000000x9aZIAQ,Manual,Armin's Garage Doors LLC,7025069,2021-03-01,2023-02-28,2023-Armin's Garage Doors LLC- BB Renewal,Closed Won
27800-0,800Do000000x9aaIAA,Manual,Columbus Glass & Screen,7025070,2021-04-01,2023-03-31,2023-Columbus Glass & Screen- BB Renewal,Proposal
278028-0,800Do000000x9abIAA,Manual,"Winfield Tile, Inc.",7025071,2021-04-01,2023-03-31,"2023-Winfield Tile, Inc.- BB Renewal",Verbal Acceptance
278377-0,800Do000000x9acIAA,Auto,Dowd Contracting Corp.,7025072,2022-11-01,2024-10-31,2024 - Dowd Contracting Corp. - Renewal,Discovery
278720-0,800Do000000x9adIAA,Manual,AVCON Manufacturing LLC,7025073,2022-03-01,2024-02-29,2024 - AVCON Manufacturing LLC - Renewal,Discovery
2787609-0,800Do000000x9aeIAA,Manual,Awnings of the Upstate,7025074,2021-04-01,2023-03-31,2023-Awnings of the Upstate- BB Renewal,Solution/Value
279487-0,800Do000000x9agIAA,Manual,Reddy Electric,7025076,2021-09-01,2023-08-31,2023 - Reddy Electric - Renewal,Discovery
280185-0,800Do000000x9ahIAA,Manual,"Precision Glass & Aluminum, LLC",7025077,2021-12-01,2023-11-30,"2023 - Precision Glass & Aluminum, LLC - Renewal",Discovery
280392-0,800Do000000x9aiIAA,Auto,"Ohio Valley Painting Co., Inc.",7025078,2023-01-01,2023-12-31,"2024 - Ohio Valley Painting Co., Inc. - Renewal",Discovery
280534-0,800Do000000x9akIAA,Auto,AAV Electrical Contracting Inc.,7025080,2023-01-01,2024-12-31,2025 - AAV Electrical Contracting Inc. - Renewal,Discovery
280633-0,800Do000000x9alIAA,Manual,Hanover Glass & Mirror,7025081,2022-04-01,2024-03-31,2024 - Hanover Glass & Mirror - Renewal,Discovery
2811252-0,800Do000000x9amIAA,Manual,Granite & Marble Designs,7025082,2021-10-01,2023-09-30,2023 - Granite & Marble Designs - Renewal,Discovery
2812168-0,800Do000000x9aoIAA,Manual,"T&F Contracting, Inc.",7025084,2022-03-01,2024-02-29,"2024 - T&F Contracting, Inc. - Renewal",Discovery
2822267-0,800Do000000x9asIAA,Manual,Maverick Commercial Concrete,7025088,2022-09-01,2024-08-31,2024 - Maverick Commercial Concrete - Renewal,Discovery
283024-2,800Do000000x9atIAA,Manual,Select Sand & Gravel,7025089,2021-03-01,2023-02-28,,
285350-0,800Do000000x9awIAA,Manual,"Tom Lewis Restoration and Consulting, Inc.",7025092,2021-04-01,2023-03-31,"2023 - Tom Lewis Restoration and Consulting, Inc. - Renewal",Verbal Acceptance
2857496-0,800Do000000x9ayIAA,Manual,Perfect Finish Landscaping,7025094,2021-05-01,2023-04-30,2023-Perfect Finish Landscaping- BB Renewal,Solution/Value
286510-0,800Do000000x9b1IAA,Manual,"A. John DiMilia, Inc.",7025097,2021-09-01,2023-08-31,"2023 - A. John DiMilia, Inc. - Renewal",Discovery
2868063-0,800Do000000x9b2IAA,Auto,Carolina Commercial Systems,7025098,2023-01-01,2024-12-31,2025 - Carolina Commercial Systems - Renewal,Discovery
286969-0,800Do000000x9b3IAA,Manual,"Gridly Interiors, Inc.",7025099,2021-12-01,2023-11-30,"2023 - Gridly Interiors, Inc. - Renewal",Discovery
287302-0,800Do000000x9b4IAA,Auto,"Central Glass Industries, Inc.",7025100,2023-01-01,2024-12-31,"2025 - Central Glass Industries, Inc. - Renewal",Discovery
287362-0,800Do000000x9b5IAA,Manual,JC Land & Site Development Inc.,7025101,2022-02-01,2024-01-31,2024 - JC Land & Site Development Inc. - Renewal,Discovery
288501-0,800Do000000x9b7IAA,Manual,"Rock Ledge Landscaping, LLC",7025103,2021-08-01,2023-07-31,"2023 - Rock Ledge Landscaping, LLC - Renewal",Discovery
288916-1,800Do000000x9b8IAA,Manual,ADI Interiors Inc.,7025104,2022-04-01,2023-03-31,2023 - ADI - Architectural Door - Renewal,Discovery
289858-0,800Do000000x9bAIAQ,Manual,ECC Demolition,7025106,2021-09-01,2023-08-31,2023 - ECC Demolition - Renewal,Discovery
290438-0,800Do000000x9bBIAQ,Manual,RD Fence Company,7025107,2022-10-01,2024-09-30,2024 - RD Fence Company - Renewal,Discovery
290875-0,800Do000000x9bCIAQ,Auto,"Doors, Inc.",7025108,2022-12-01,2023-11-30,"2023 - Doors, Inc. - Renewal",Discovery
290935-1,800Do000000x9bDIAQ,Manual,"L.I. Locksmith & Alarm Co., Inc.",7025109,2021-06-01,2023-05-31,"2023 - L.I. Locksmith & Alarm Co., Inc. - Renewal",Discovery
291532-0,800Do000000x9bFIAQ,Manual,"Campbell Glass & Mirror, Inc.",7025111,2021-10-01,2023-09-30,"2023 - Campbell Glass & Mirror, Inc. - Renewal",Discovery
2930647-0,800Do000000x9bGIAQ,Auto,"DJ Rossetti, Inc.",7025112,2022-11-01,2023-10-31,"2023 - DJ Rossetti, Inc. - Renewal",Discovery
293255-0,800Do000000x9bHIAQ,Manual,Landworks Limited,7025113,2022-01-01,2023-12-31,2024 - Landworks Limited - Renewal,Discovery
294097-1,800Do000000x9bMIAQ,Auto,Drillco Equipment Co. Inc.,7025118,2022-11-01,2024-10-31,2024 - Drillco Equipment Co. Inc. - Renewal,Discovery
294726-0,800Do000000x9bOIAQ,Manual,DuMor Construction Inc.,7025120,2021-09-01,2023-08-31,2023 - DuMor Construction Inc. - Renewal,Discovery
296326-0,800Do000000x9bQIAQ,Manual,Meyer Consulting Engineers Corporation,7025122,2022-01-01,2023-12-31,2024 - Meyer Consulting Engineers Corporation - Renewal,Discovery
296616-0,800Do000000x9bRIAQ,Manual,Bill's Pest Termite Control,7025123,2021-08-01,2023-07-31,2023 - Bill's Pest Termite Control - Renewal,Discovery
296620-0,800Do000000x9bSIAQ,Manual,"Living Laminates, Inc.",7025124,2022-09-01,2024-08-31,"2024 - Living Laminates, Inc. - Renewal",Discovery
296673-1,800Do000000x9bTIAQ,Manual,Premier Lifts,7025125,2021-08-01,2023-07-31,2023 - Premier Lifts - Renewal,Discovery
296867-0,800Do000000x9bUIAQ,Manual,"American Architectural Glass, Inc.",7025126,2021-04-01,2023-03-31,"2023-American Architectural Glass, Inc.- BB Renewal",Closed Won
296875-0,800Do000000x9bVIAQ,Manual,JLS Electric Inc.,7025127,2022-01-01,2023-12-31,2024 - JLS Electric Inc. - Renewal,Discovery
297008-0,800Do000000x9bWIAQ,Manual,Durabond Company,7025128,2021-04-01,2023-03-31,2023 - Durabond Company - BB Renewal,Verbal Acceptance
2982495-0,800Do000000x9baIAA,Manual,Anderson Cabinets LLC,7025132,2021-05-01,2023-04-30,2023-Anderson Cabinets LLC- BB Renewal,Solution/Value
298-0,800Do000000x9bbIAA,Manual,U Design Enterprise,7025133,2022-10-01,2024-09-30,2024 - U Design Enterprise - Renewal,Discovery
298451-0,800Do000000x9bdIAA,Manual,"Atomic Electric Company, Inc.",7025135,2022-10-01,2024-09-30,"2024 - Atomic Electric Company, Inc. - Renewal",Discovery
298860-0,800Do000000x9beIAA,Auto,"Brumbaugh Engineering & Surveying, LLC",7025136,2022-12-01,2023-11-30,"2023 - Brumbaugh Engineering & Surveying, LLC - Renewal",Discovery
2998062-0,800Do000000x9bfIAA,Auto,"AMG Contracting Services, Inc.",7025137,2022-11-01,2024-10-31,"2024 - AMG Contracting Services, Inc. - Renewal",Discovery
301082-0,800Do000000x9bkIAA,Manual,"Berkshire Carpet, Inc.",7025142,2021-10-01,2023-09-30,"2023 - Berkshire Carpet, Inc. - Renewal",Discovery
3012250-0,800Do000000x9blIAA,Auto,Zeeland Company LLC,7025143,2023-01-01,2024-12-31,2025 - Zeeland Company LLC - Renewal,Discovery
302302-0,800Do000000x9bmIAA,Manual,"DCI Construction Management, LLC",7025144,2022-10-01,2024-09-30,"2024 - DCI Construction Management, LLC - Renewal",Discovery
303413-0,800Do000000x9bnIAA,Manual,Division 9 Of Stony Creek Services,7025145,2021-04-01,2023-03-31,2023-Division 9 Of Stony Creek Services- BB Renewal,Closed Won
3034211-0,800Do000000x9boIAA,Manual,"Nino's Iron Works, Inc.",7025146,2022-01-01,2023-12-31,"2024 - Nino's Iron Works, Inc. - Renewal",Discovery
303486-0,800Do000000x9bpIAA,Manual,Industrial Caulk and Seal Inc.,7025147,2021-08-01,2023-07-31,2023 - Industrial Caulk and Seal Inc. - Renewal,Discovery
3036632-0,800Do000000x9bqIAA,Auto,John Frant Paperhanging,7025148,2023-02-01,2025-01-31,2023-John Frant Paperhanging- BB Renewal,Closed Won
4273475-0,800Do000000x9fIIAQ,Manual,Fehoko Concrete Inc.,7025360,2021-06-01,2023-05-31,2023 - Fehoko Concrete Inc. - Renewal,Discovery
427439-0,800Do000000x9fJIAQ,Manual,Arco Steel Co. - Steel Service Center,7025361,2021-10-01,2023-09-30,2023 - Arco Steel Co. - Steel Service Center - Renewal,Discovery
4274559-0,800Do000000x9fKIAQ,Auto,United Insulators A Kinzler Company,7025362,2023-01-01,2023-12-31,2024 - United Insulators A Kinzler Company - Renewal,Discovery
427577-0,800Do000000x9fLIAQ,Manual,"Clyde McHenry, Inc.",7025363,2021-03-01,2023-02-28,"2023-Clyde McHenry, Inc.- BB Renewal",Closed Won
4279796-0,800Do000000x9fNIAQ,Manual,"Eastern Plumbing Mechanical Contr., Inc.",7025365,2022-01-01,2023-12-31,"2024 - Eastern Plumbing Mechanical Contr., Inc. - Renewal",Discovery
4279934-0,800Do000000x9fOIAQ,Manual,J.P. Stack Construction LLC,7025366,2022-01-01,2023-12-31,2024 - J.P. Stack Construction LLC - Renewal,Discovery
4290300-0,800Do000000x9fRIAQ,Manual,DP Roofing & Contracting LLC,7025369,2022-01-01,2023-12-31,2024 - DP Roofing & Contracting LLC - Renewal,Discovery
4293466-1,800Do000000x9fVIAQ,Manual,McKee Woodcraft LLC,7025373,2021-07-01,2023-06-30,2023-McKee Woodcraft LLC- BB Renewal,Solution/Value
4293838-0,800Do000000x9fWIAQ,Manual,GTX Construction Associates,7025374,2022-02-01,2024-01-31,2024 - GTX Construction Associates - Renewal,Discovery
4294842-0,800Do000000x9fYIAQ,Auto,"Empire Partitions and Specialties, Inc.",7025376,2023-01-01,2024-12-31,"2025 - Empire Partitions and Specialties, Inc. - Renewal",Discovery
429771-0,800Do000000x9fZIAQ,Manual,"All Safe Fire Sprinkler, Inc.",7025377,2021-11-01,2023-10-31,"2023 - All Safe Fire Sprinkler, Inc. - Renewal",Discovery
4305638-0,800Do000000x9feIAA,Manual,Skyline Mechanical Services,7025382,2022-04-01,2023-03-31,2023-Skyline Mechanical Services- BB Renewal,Solution/Value
4318829-0,800Do000000x9fiIAA,Manual,"Steve Tate & Son Plumbing, Inc.",7025386,2021-09-01,2023-08-31,"2023 - Steve Tate & Son Plumbing, Inc. - Renewal",Discovery
4320238-0,800Do000000x9fjIAA,Auto,The Foam Guy and Son,7025387,2024-01-01,2024-12-31,2025 - The Foam Guy and Son - Renewal,Discovery
4324536-0,800Do000000x9flIAA,Auto,"Rutledge Excavating, Inc.",7025389,2023-01-01,2023-12-31,"2024 - Rutledge Excavating, Inc. - Renewal",Discovery
4327404-0,800Do000000x9fmIAA,Auto,All City Sawing and Drilling LLC,7025390,2023-01-01,2024-12-31,2025 - All City Sawing and Drilling LLC - Renewal,Discovery
4327765-0,800Do000000x9fnIAA,Manual,"National Ceiling & Partitions, Inc.",7025391,2021-09-01,2023-08-31,"2023 - National Ceiling & Partitions, Inc. - Renewal",Discovery
4329226-0,800Do000000x9foIAA,Manual,Midair Air Conditioning-Heating Inc.,7025392,2022-03-01,2024-02-29,2024 - Midair Air Conditioning-Heating Inc. - Renewal,Discovery
4329388-0,800Do000000x9fpIAA,Manual,Anchor Commercial Builders LLC,7025393,2021-06-01,2023-05-31,2023-Anchor Commercial Builders LLC- BB Renewal,Solution/Value
434059-0,800Do000000x9frIAA,Manual,"P.B.S. Plastering, Inc.",7025395,2021-11-01,2023-10-31,"2023 - P.B.S. Plastering, Inc. - Renewal",Discovery
434098-0,800Do000000x9fsIAA,Manual,"Metal Alliance, Inc.",7025396,2021-10-01,2023-09-30,"2023 - Metal Alliance, Inc. - Renewal",Discovery
434401-0,800Do000000x9ftIAA,Manual,"Concrete Renovation, Inc.",7025397,2021-05-01,2023-04-30,"2023-Concrete Renovation, Inc.- BB Renewal",Solution/Value
435115-0,800Do000000x9fuIAA,Manual,"Aztec Electric Service, Inc.",7025398,2022-01-01,2023-12-31,"2024 - Aztec Electric Service, Inc. - Renewal",Discovery
435130-0,800Do000000x9fvIAA,Manual,Karpen Steel Products Inc.,7025399,2021-03-01,2023-02-28,2023-Karpen Steel Products Inc.- BB Renewal,Closed Lost
4351689-0,800Do000000x9fwIAA,Manual,Midwest Roofing & Construction LLC,7025400,2022-06-01,2024-05-31,2024 - Midwest Roofing & Construction LLC - Renewal,Discovery
435185-0,800Do000000x9fxIAA,Manual,Best Fence,7025401,2021-11-01,2023-10-31,2023 - Best Fence - Renewal,Discovery
438867-0,800Do000000x9g2IAA,Manual,"West Bay Construction, Inc.",7025406,2022-10-01,2023-09-30,"2023 - West Bay Construction, Inc. - Renewal",Discovery
440352-0,800Do000000x9g3IAA,Auto,"AccuLine Survey, Inc.",7025407,2022-12-01,2024-11-30,"2024 - AccuLine Survey, Inc. - Renewal",Discovery
440691-0,800Do000000x9g4IAA,Manual,"Harris Glass Co., Inc.",7025408,2021-04-01,2023-03-31,"2023-Harris Glass Co., Inc.- BB Renewal",Solution/Value
440727-1,800Do000000x9g5IAA,Manual,Broder & Company,7025409,2021-09-01,2023-08-31,2023 - Broder & Company - Renewal,Discovery
4415058-0,800Do000000x9g7IAA,Auto,Mitchell Pools,7025411,2022-11-01,2024-10-31,2024 - Mitchell Pools - Renewal,Discovery
4423718-0,800Do000000x9gAIAQ,Manual,"AGR Consulting, LLC",7025414,2022-09-01,2023-08-31,"2023 - AGR Consulting, LLC - Renewal",Discovery
4426460-0,800Do000000x9gCIAQ,Manual,Painters of the Western Reserve,7025416,2022-01-01,2023-12-31,2024 - Painters of the Western Reserve - Renewal,Discovery
442683-0,800Do000000x9gDIAQ,Manual,Solar Art,7025417,2021-02-01,2023-01-31,,
443306-1,800Do000000x9gEIAQ,Manual,"M-N-Z Janitorial Services, Inc.",7025418,2022-09-01,2024-08-31,"2024 - M-N-Z Janitorial Services, Inc. - Renewal",Discovery
443936-1,800Do000000x9gGIAQ,Manual,Northern State Electric Co. Inc.,7025420,2022-10-01,2024-09-30,2024 - Northern State Electric Co. Inc. - Renewal,Discovery
4443061-0,800Do000000x9gHIAQ,Manual,"Gregory Sahagian & Son, Inc.",7025421,2021-03-01,2023-02-28,"2023 - Gregory Sahagian & Son, Inc. - Renewal",Closed Won
444775-0,800Do000000x9gIIAQ,Manual,"KJB Industries, Inc.",7025422,2021-10-01,2023-09-30,"2023 - KJB Industries, Inc. - Renewal",Discovery
4460418-0,800Do000000x9gKIAQ,Manual,Clear Fortress Window Solutions,7025424,2021-02-01,2023-01-31,2023-Clear Fortress Window Solutions- BB Renewal,Closed Lost
4463713-0,800Do000000x9gLIAQ,Manual,B & D Metal Building Erectors,7025425,2021-10-01,2023-09-30,2023 - B & D Metal Building Erectors - Renewal,Discovery
446655-2,800Do000000x9gMIAQ,Manual,"A-Star Contractors, Inc.",7025426,2022-09-01,2024-08-31,"2024 - A-Star Contractors, Inc. - Renewal",Discovery
4467890-0,800Do000000x9gNIAQ,Manual,NE Window Source,7025427,2021-02-01,2023-01-31,2023-NE Window Source-BB Renewal,Closed Won
4475943-1,800Do000000x9gPIAQ,Manual,"1st Business Solutions, Inc.",7025429,2021-04-01,2023-03-31,,
4479097-0,800Do000000x9gQIAQ,Manual,Dakota Systems Manufacturing Corp.,7025430,2021-03-01,2023-02-28,2023-Dakota Systems Manufacturing Corp.- BB Renewal,Closed Lost
4486497-0,800Do000000x9gSIAQ,Auto,Federal Elite Heating & Cooling,7025432,2023-01-01,2023-12-31,2024 - Federal Elite Heating & Cooling - Renewal,Discovery
44898-0,800Do000000x9gUIAQ,Manual,Charlotte Tent & Awning Co.,7025434,2021-11-01,2023-10-31,2023 - Charlotte Tent & Awning Co. - Renewal,Discovery
4493412-0,800Do000000x9gVIAQ,Manual,Compass Cleaning Solutions,7025435,2021-12-01,2023-11-30,2023 - Compass Cleaning Solutions - Renewal,Discovery
4496039-0,800Do000000x9gWIAQ,Manual,"Advanced Site Contractors, Inc.",7025436,2021-12-01,2023-11-30,"2023 - Advanced Site Contractors, Inc. - Renewal",Discovery
4496364-0,800Do000000x9gXIAQ,Manual,Superior Fence Services,7025437,2021-04-01,2023-03-31,2023-Superior Fence Services- BB Renewal,Closed Lost
4501588-0,800Do000000x9gYIAQ,Manual,Rizzo Masonry & Landscaping Inc.,7025438,2022-01-01,2023-12-31,2024 - Rizzo Masonry & Landscaping Inc. - Renewal,Discovery
4505316-0,800Do000000x9gZIAQ,Auto,"White Mechanical, Inc.",7025439,2022-12-01,2023-11-30,"2023 - White Mechanical, Inc. - Renewal",Discovery
4506382-0,800Do000000x9gaIAA,Manual,RDR Flooring Services LLC,7025440,2021-05-01,2023-04-30,2023-RDR Flooring Services LLC- BB Renewal,Solution/Value
4508773-0,800Do000000x9gcIAA,Manual,"Zebra Striping & Signs, LLC",7025442,2021-05-01,2023-04-30,"2023-Zebra Striping & Signs, LLC- BB Renewal",Solution/Value
451314-0,800Do000000x9ggIAA,Manual,"NC Communications, Inc.",7025446,2021-10-01,2023-09-30,"2023 - NC Communications, Inc. - Renewal",Discovery
4513509-0,800Do000000x9ghIAA,Manual,Ogden Construction Services,7025447,2022-09-01,2023-08-31,2023 - Ogden Construction Services - Renewal,Discovery
4520701-0,800Do000000x9giIAA,Manual,DH Interiors LLC,7025448,2021-04-01,2023-03-31,2023-DH Interiors LLC- BB Renewal,Contract Acceptance
4520921-2,800Do000000x9gjIAA,Manual,"DFW Movers & Erectors, Inc.",7025449,2022-10-01,2024-09-30,"2024 - DFW Movers & Erectors, Inc. - Renewal",Discovery
452986-0,800Do000000x9glIAA,Manual,"Muller Fire Protection, Inc.",7025451,2021-04-01,2023-03-31,"2023-Muller Fire Protection, Inc.- BB Renewal",Closed Lost
455276-0,800Do000000x9gpIAA,Auto,"L. Sweet Lumber Co., Inc.",7025455,2023-01-01,2024-12-31,"2025 - L. Sweet Lumber Co., Inc. - Renewal",Discovery
455619-0,800Do000000x9gqIAA,Manual,Toro Enterprises Inc.,7025456,2021-04-01,2023-03-31,2023 - Toro Enterprises Inc. - Renewal,Discovery
4557199-0,800Do000000x9grIAA,Manual,"Lumen Lighting Supply, Inc.",7025457,2022-10-01,2023-09-30,"2023 - Lumen Lighting Supply, Inc. - Renewal",Discovery
4561623-0,800Do000000x9gsIAA,Manual,CENTRON ENTERPRISES LLC,7025458,2021-07-01,2023-06-30,2023 - CENTRON ENTERPRISES LLC - Renewal,Discovery
4566939-0,800Do000000x9gwIAA,Manual,"T&M Electric, Inc.",7025462,2022-09-01,2024-08-31,"2024 - T&M Electric, Inc. - Renewal",Discovery
456734-1,800Do000000x9gxIAA,Manual,West Side Windows,7025463,2022-06-01,2024-05-31,2024 - West Side Windows - Renewal,Discovery
